RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Default
0.9999999,56,1,0.2773273412415853,4107.563357091342,4,0,1,1,1,1
0.9594199485881281,50,0,1.001911753392379,8335.812858462148,10,0,5,0,1,1
0.652251696328844,33,0,0.5751157163321451,3200.0,10,0,0,0,0,1
0.39245234937878676,58,0,0.23139233197253753,4100.0,6,0,0,0,0,1
0.4511766755614428,49,0,1.0324768848581414,12371.72050262153,17,0,7,0,2,1
0.9388818831125708,51,0,0.14474909372884456,3697.335923523271,2,2,0,0,0,1
0.562993620858626,28,0,0.14244119479766074,5400.056392795478,4,0,0,0,0,1
0.5359550462647318,31,1,0.2871701364403665,6026.65174641921,9,1,0,1,1,1
0.756897215973514,30,0,0.17779085645456288,1688.3370021331964,3,0,0,0,0,1
0.9689950434240676,43,2,0.5789622572227318,7035.53614967601,10,1,2,1,0,1
0.8447991407239632,42,2,0.7014524479439794,3895.3376150456716,9,0,1,2,2,1
0.35964246489298035,53,1,1.748027539564797,1921.7252240972011,14,0,2,0,0,1
0.957288883639677,29,0,0.13627410977809223,2396.9190438923697,3,0,0,0,0,1
0.10834005797496091,41,0,1.7989952246587182,2331.060526272258,17,0,1,0,0,1
0.9675024621319933,32,0,0.7058078886629199,3006.526350663061,6,0,1,0,1,1
0.3468075136248516,76,1,518.0121036350322,0.0,6,1,0,0,0,1
0.9951648597555315,41,1,0.25133074663576577,4108.899996270464,4,0,0,0,1,1
0.3919279542829307,70,3,0.46374808153171,5457.891935192879,8,2,2,2,1,1
0.9953184727422353,46,1,0.15377836671264514,4100.0,4,0,0,1,2,1
0.9985007137009289,55,2,0.1293157347660291,4701.883391379988,10,0,0,0,1,1
0.6383302915767841,40,0,0.4261234069536405,5000.0,9,0,0,0,0,1
0.9999999,38,0,35.61546374836089,0.0,0,0,0,0,0,1
1.0573980456960335,36,1,0.3274903337952176,2700.0,3,1,0,0,2,1
0.796427930981117,49,2,0.5374959948002133,7073.996959688954,12,0,2,0,1,1
0.9999999,40,0,194.0401257977331,0.0,0,2,0,0,0,1
0.8078445752105613,27,0,0.18048937104561208,4810.8829057396715,5,0,0,1,0,1
0.22808269402031103,46,1,0.6385530592902487,1705.6603086633552,5,0,0,0,0,1
1.3819723110240236,22,1,12.0796293756405,0.0,0,0,0,0,0,1
1.0171606025743734,40,0,0.18980249474912944,2304.8977063614075,5,0,0,0,0,1
0.9985189415688485,47,0,10.92961539088532,0.0,0,1,0,0,0,1
0.9999999,48,1,465.3115189525806,0.0,1,1,0,1,0,1
0.7518739035667305,51,1,0.5125734272018277,4000.0,6,0,1,0,1,1
0.3973975670016709,43,0,0.6140136736765882,4486.65110958744,5,0,1,0,0,1
0.9999999,37,0,264.28627385949756,0.0,1,0,0,0,0,1
1.163242822540236,22,1,30.550765381220057,0.0,1,0,0,1,0,1
0.8204444507600024,49,3,2648.7441571043323,0.0,8,1,1,1,0,1
1.0054403518507848,41,0,951.2161478763533,0.0,8,0,0,0,0,1
0.13902373865640724,44,0,0.5864580766978565,5834.945225129839,7,0,1,0,2,1
1.105877615415646,48,0,927.0126567149483,0.0,4,0,0,0,0,1
0.7447204652648043,50,1,0.793220837345192,3585.3923390786904,3,3,1,0,1,1
0.9438998299247338,41,1,878.870861671083,0.0,3,1,0,0,0,1
0.9844342694567269,53,4,0.3057046129683774,3493.766713279631,11,0,0,0,0,1
0.4780176710948177,55,0,0.5416645836414901,10106.025526333244,13,0,2,0,0,1
0.7694289337079508,45,0,0.5260588109855104,3295.49729392552,5,1,0,0,0,1
0.6250125433033147,36,0,0.14136876351143332,2808.2481733821082,4,0,0,0,0,1
0.8069623829581916,53,1,0.24805984314291696,7348.943106714064,5,0,0,0,0,1
0.8836629434471327,43,1,0.45524734145624457,4777.1805117644535,5,0,0,0,1,1
0.043278744764960186,79,1,519.059938305186,0.0,8,2,0,0,0,1
0.6449229356819283,27,0,0.16310259608166425,3415.184474983154,5,0,0,0,0,1
0.013060465981886876,43,0,0.15429905227309512,27742.613203030684,8,0,2,0,3,1
0.2544104119513826,67,0,0.7858735133954843,10153.117359595348,19,0,2,0,0,1
0.5428991263296563,38,1,2738.7251970608745,0.0,5,2,1,2,0,1
0.17111653696258908,38,0,0.4354745688356867,5916.19124732523,9,0,1,0,1,1
0.9999999,31,0,0.0,0.0,0,0,0,0,0,1
0.038866557565137516,39,0,0.7757888720103551,4476.329603510839,7,0,2,0,0,1
0.2939290006323563,39,1,0.6858870368313217,3000.0,4,2,2,0,1,1
1.129188351712923,26,0,31.0,0.0,1,0,0,0,0,1
0.6589387027284693,60,0,0.3760322649639417,8470.89725097942,7,0,1,0,0,1
0.643029208287778,42,0,0.23847801558391254,9171.932076713363,4,0,0,0,1,1
1.3915807089174792,35,1,474.741200255462,0.0,3,1,0,0,0,1
0.10369537165846368,37,0,0.4818706245072712,3000.0,9,0,1,0,1,1
1.0305369633287795,47,1,0.4642789253521729,3533.859333168644,7,0,1,0,0,1
0.22079180625002465,34,0,0.48349260639890196,10221.92849346985,16,0,3,0,0,1
0.9917217795073698,35,0,0.29624153134937775,4800.487428392458,4,1,0,0,2,1
0.6138548211048195,45,3,0.34361329733928075,9017.087194983045,6,0,0,0,1,1
0.8039445428839164,40,0,0.8884801257017265,2495.855391580208,12,0,0,0,1,1
0.8171964129747915,32,2,0.32541049104411723,2493.958253414366,10,0,0,0,0,1
0.6402389959463204,51,0,0.524425988069837,8500.0,9,0,1,0,1,1
0.9315655888835214,75,0,0.2169715430687118,2296.4924033723137,7,0,0,0,0,1
0.2990388151712743,29,0,0.07384733710965907,2176.830240830178,2,0,0,0,0,1
0.7424584507720478,43,0,2925.0393404220713,0.0,8,0,1,1,0,1
0.632906936832458,49,0,0.5567986050114052,8500.0,10,0,2,0,1,1
0.26098493218387825,51,0,0.14335535088802662,6981.304435311035,6,0,0,1,0,1
0.607081263180411,27,0,0.15966390769465927,5420.497521943982,4,0,0,0,0,1
0.8239774805310393,40,1,0.13212699008036083,6510.211004715645,4,0,0,0,1,1
0.9411534920408408,46,2,0.4707720977260673,7120.633260913278,9,1,1,1,1,1
0.973571369914584,31,0,0.27006150620635444,4350.0,7,0,0,0,0,1
0.39741369516917224,40,0,0.38775625602351826,1600.0,12,0,0,0,0,1
0.36973767658528156,66,1,0.791919980965736,4612.137740147648,14,0,1,0,0,1
0.8377469668913181,45,1,0.5904885813368573,5000.0,5,0,1,0,0,1
0.9758382890628868,42,2,0.3267113518222521,13478.754564091336,6,3,1,1,1,1
0.16954305628177235,53,1,0.8717172517414956,13019.585049441013,22,0,5,0,3,1
0.2288581420659978,50,0,0.9693275352196838,1033.0879975093728,6,0,0,0,0,1
1.0238668311584358,41,3,650.9524058006555,0.0,5,0,0,1,0,1
0.8205933804746108,40,0,889.3632919875072,0.0,3,0,0,0,1,1
1.4868939566592136,38,7,0.13002785339688333,1656.400800100169,0,8,0,7,0,1
0.8804438718166698,56,0,0.4734187517636924,4581.593866089593,7,1,1,0,0,1
0.7305924906863558,46,3,0.3120386252002632,9050.48108556314,7,0,0,0,2,1
0.9977019443375339,47,2,0.3040180883073161,4000.0,4,1,0,1,0,1
0.9999999,46,0,132.3744491556309,0.0,0,2,0,0,0,1
0.6904416680549587,40,0,0.9389430340308333,1500.0,11,0,1,0,0,1
0.7886992872213079,43,1,0.4277338894545405,6943.501801345385,6,2,2,1,0,1
0.01832714460554768,62,0,0.13328405833618176,7010.391388753183,10,0,0,0,0,1
0.494212326195384,36,0,0.18281129033230203,5408.693210523463,16,0,0,0,1,1
0.9358357648553609,52,2,0.30960267056257296,4000.0,3,0,0,0,1,1
0.1811543059978331,34,0,0.257350033121876,19327.660560256216,11,0,2,0,0,1
0.9706102829346124,53,0,165.91880338623602,0.0,5,0,0,0,0,1
0.9217193070787214,42,0,0.26352954485003977,6161.198492988313,7,0,0,0,1,1
0.9973310575329498,31,0,0.2436579103564694,2420.9736173181277,5,0,0,0,0,1
0.6496383812362416,39,0,0.3844196455989683,11833.252095422145,17,0,2,0,0,1
0.8467432292304832,45,0,0.16091151259910408,6526.73161558146,8,0,0,0,1,1
0.7694037546335554,56,0,0.3524952922716325,4576.322807920815,7,0,0,0,1,1
0.9962225794545296,29,2,0.24973989582824888,5000.0,7,0,0,0,0,1
0.9185179511191924,50,1,0.48808460021469935,4010.3814472104073,6,1,1,0,1,1
0.05902669412675649,39,0,0.07951819955253067,6004.3785788219875,14,1,0,0,0,1
1.2658672053951678,63,0,259.6442296020633,0.0,1,2,0,0,0,1
0.8635638553475125,32,0,0.16259737337475122,2493.02032310846,2,0,0,0,0,1
0.997721882150356,40,1,0.4782992606596398,6903.597964759191,5,1,2,1,0,1
0.21690316634795628,68,0,0.31099015725590673,15439.701880341143,17,0,2,0,0,1
0.8164453644372957,49,2,3054.221271378324,0.0,13,1,0,1,0,1
0.3955620820937857,39,1,0.5941111653934528,3000.0,3,1,2,0,2,1
0.2886957610917211,30,0,0.2069807248657205,3000.0,4,0,0,0,0,1
0.26938710223311774,43,0,0.33560581996784555,4100.0,7,0,0,0,0,1
0.8199206790865405,44,0,0.9044745654723456,2500.0,14,0,0,0,0,1
0.8442651151549159,44,2,0.7125546455409358,4548.148414755232,13,0,1,0,2,1
0.36567484074432666,68,1,506.2176027739545,0.0,7,1,0,0,0,1
0.9708682851272793,59,1,0.6825096875501596,2500.0,11,0,1,0,0,1
0.8828837509493428,39,1,0.29530049284047216,6842.819069326982,6,0,0,1,1,1
0.8294069543511187,71,1,519.4808250928544,0.0,4,0,0,0,0,1
0.775469190261084,49,0,0.42105043654418794,3294.5821351224454,4,1,0,0,0,1
0.9988115559716042,38,0,695.0870634449942,0.0,3,7,0,0,0,1
0.8406087052307146,33,3,1.0512880378021148,3065.4637302940528,8,1,0,0,0,1
0.7836739206346358,46,2,1113.5144571498022,0.0,11,0,0,0,0,1
0.05149268860524008,45,0,0.27456724705562474,8934.922973758194,5,1,1,0,0,1
0.9516314879007584,29,0,0.03344239283462244,1387.305931422222,1,0,0,0,0,1
0.9468209423651001,38,0,0.24159417662448096,4220.908174752124,5,1,0,0,0,1
0.6738591062752497,47,2,0.22500965148248464,5492.037533142385,6,1,0,0,3,1
0.9486811651871478,44,0,0.16388788377857524,8456.498332006355,2,0,0,0,1,1
0.8606507387007851,41,0,0.2785033539017814,4500.0,3,0,0,0,1,1
0.9370936354532882,43,0,0.6419841470218229,4577.6931773429615,6,5,0,0,0,1
1.0136275806288708,44,2,1107.4252205547652,0.0,9,0,0,0,0,1
0.7932440733052681,35,5,1.3069143386697144,3055.124939517684,8,1,0,0,0,1
0.9877955022804614,48,1,0.07733462570839855,7267.899249134355,2,2,0,0,1,1
0.9717277697679759,40,1,0.40970063095417475,2695.902041879272,4,0,0,0,2,1
0.09291940905462237,45,0,0.39046337639814427,12484.887092819048,15,0,2,0,0,1
0.9382840486964575,36,0,0.3178813917789786,5000.0,2,0,0,0,0,1
0.9996396563755887,60,0,2133.529004471858,0.0,2,2,2,0,0,1
1.0171954130037888,50,0,0.16281295050976613,3202.3191318171907,6,1,0,0,0,1
0.21915746222874066,29,0,0.017407964156787102,2207.8335766276473,2,0,0,0,1,1
0.8436417681511199,33,1,2855.3066254732257,0.0,6,1,1,1,0,1
1.203774488796106,53,1,0.12788036063108932,6200.0,2,1,0,0,0,1
0.9999999,36,0,0.3675842845993596,1174.6203922853829,0,0,0,0,0,1
0.36693676367626815,36,1,0.30064829224499984,7950.251000337721,4,0,0,1,0,1
0.5042953273590716,46,1,1595.4842807493064,0.0,5,0,1,0,0,1
1.4621426091270229,35,1,0.18348848268172618,2405.333096818703,4,3,0,0,0,1
0.10234498326167517,48,0,0.1294684110566396,9942.06309021645,9,0,0,0,1,1
1.2462493052765757,23,4,15.249228746112218,0.0,0,3,0,3,0,1
0.6009957879778398,34,0,0.28830392661957954,5424.449139571652,13,0,0,0,1,1
0.24670914196934468,64,0,0.34883280724303267,7002.9992093411465,13,0,2,0,1,1
0.9013170192927014,47,1,0.790803598732893,2767.5183583167864,6,0,1,1,1,1
0.9095965141583527,42,6,0.26491949387593716,2686.896307914872,5,6,0,6,0,1
0.9072562526421762,62,0,0.634401416004481,1211.647536000437,7,1,0,0,0,1
0.005109003569560844,34,0,0.425725398980748,5897.850888511984,9,0,1,0,2,1
0.1401709671656971,46,0,0.8600085960321999,5923.700303948019,5,0,2,0,0,1
0.7982824403161497,47,0,0.47407737038486286,4712.1057390765245,12,0,1,0,1,1
0.4683276257902651,51,2,0.3102492421786325,4756.224419137078,8,0,0,0,0,1
0.576049633088586,46,2,0.11913443073616903,3500.0,4,1,0,0,2,1
0.7987094987030722,45,0,0.2853274535504725,4000.0,6,4,0,0,1,1
0.1971340116385104,69,0,33.40859790594426,0.0,0,0,0,0,0,1
0.5050540101281888,42,0,0.4602249066372651,3957.361239835546,9,0,1,0,0,1
0.8866468948557797,39,1,0.5776857055415965,5000.0,8,0,1,0,0,1
0.942201132929914,36,0,953.4875215623173,0.0,7,0,0,0,0,1
0.9651701950916384,28,0,0.24736946508398394,2500.0,8,0,0,0,1,1
0.5342577854316264,57,3,1.2516192399716088,3000.0,6,0,2,1,1,1
0.9663823714478744,47,3,1.1733197220317935,2500.444838717257,5,1,2,0,0,1
0.9112291448366294,46,0,0.05586019392638139,6512.634253933743,4,0,0,0,0,1
0.9733852991586146,43,0,0.4848839333908807,3520.1372990721225,5,0,0,0,1,1
1.1641074161344265,55,1,1549.3843349990032,0.0,8,2,0,0,0,1
0.03917937013585267,46,0,0.05099977865603353,24682.766927668043,11,0,1,0,2,1
1.1745778393698187,45,1,1063.4618764877555,0.0,5,0,0,0,0,1
0.27687549928601185,43,0,0.21274169926664532,9785.081467886412,15,0,0,0,0,1
0.45614281741024093,48,0,0.06638113253123443,9710.873867027094,8,0,0,0,0,1
0.17471979162398912,35,1,0.03156324728027507,6287.906793249792,5,0,0,0,0,1
0.8994984083453196,52,3,0.7633224074816706,4552.918497899483,12,0,1,0,1,1
0.8905735900615007,37,0,0.20547659528321957,4166.24123066154,1,0,0,0,2,1
1.002845536051277,43,0,0.45069247836981385,3537.975868320229,6,0,1,0,0,1
1.0765757397461555,42,0,0.12169145792720079,3200.0,4,1,0,0,0,1
1.013972814909674,51,2,0.07655229509545211,4000.0,1,0,0,0,0,1
0.5242053458690508,43,1,0.20595050528040593,3909.0382844734595,7,1,0,0,2,1
0.13501155058570496,46,0,0.09270539762277737,9799.916673277248,6,0,0,0,0,1
0.6198464563990729,46,1,2608.540415489989,0.0,7,1,1,1,0,1
0.8270393653961061,47,0,0.19157417324331136,6504.896478535875,8,0,0,0,0,1
0.9999999,42,1,0.451305953449581,1132.2945448771306,2,0,0,0,0,1
0.8861013719528262,33,1,0.23475226217294343,5497.742571787343,5,0,0,0,3,1
0.9999999,62,1,501.9306030358344,0.0,2,0,0,1,0,1
0.5662599062321827,34,0,896.5731264553028,0.888339798271786,10,0,2,0,1,1
0.8338191062035764,33,0,0.5682736086828148,5448.9520697523285,7,0,1,0,1,1
0.567799501162207,38,5,0.4828754511716181,2484.089556013889,14,0,0,0,0,1
0.9509635482773345,40,0,1.2968436141047108,2200.0,8,0,1,0,0,1
0.9889478950745578,46,0,0.05083922517939031,6216.865502363282,6,0,0,0,0,1
0.8924132864714327,51,0,0.9632659518674616,8340.505254249927,10,0,5,0,1,1
0.8977860639620512,42,0,0.4106871714830985,5036.570801352788,5,1,1,0,1,1
0.7316352630715637,55,0,0.2655060506050955,4400.0,4,1,0,0,0,1
0.4776925086339002,47,0,2031.5752666902476,0.0,7,1,1,0,0,1
0.8236595632586986,37,0,882.9673107593518,0.4426283755195447,13,0,0,0,0,1
0.16732299169439968,32,0,0.23753758538905645,20254.633513040844,10,0,3,0,0,1
0.36819124142837373,44,0,0.2217064240131036,6516.702095609718,9,0,0,0,2,1
0.40512951038991085,53,0,0.7891934022504611,4000.0,7,0,1,0,1,1
0.9999999,46,0,0.058128774921385955,2400.0,0,0,0,0,0,1
0.5172140920263737,54,5,4.0746009892451465,2000.0,13,1,1,1,0,1
0.4473970354635862,75,1,518.3182332669569,0.0,6,1,0,0,0,1
0.9176457992412942,36,1,1.5409078020412839,4000.0,15,0,2,0,0,1
0.6881170575497662,44,0,0.44151113779638473,4500.0,5,0,0,0,0,1
0.5154530238141113,31,1,0.22180425544242346,3400.0,3,0,0,0,0,1
0.24214524773517854,33,0,0.12077960354208178,5203.6800229897035,4,0,0,0,1,1
0.7868739932096295,37,5,1.3301742462603268,3049.3312159388315,7,1,0,0,1,1
0.8739132529310935,61,0,0.42169383149917894,4580.386243800213,6,0,1,0,0,1
0.21327501853129394,30,0,0.011711008461262683,6243.093736269288,3,0,0,0,0,1
0.7709290737162069,55,1,0.5044088399219052,3492.25719947445,4,0,1,0,0,1
0.9220292765449349,44,0,1.7475361469615815,3796.326256131168,12,1,6,0,1,1
0.9790354393407037,63,1,0.2363338277633133,6501.216141712509,3,0,0,1,1,1
0.567066450392144,47,0,0.7475825332964113,8455.828536870464,14,0,3,0,1,1
0.9999999,45,0,7.862624268145643,0.0,0,1,0,0,0,1
0.976248524109766,57,0,1993.799293548343,0.0,5,1,1,0,0,1
0.9999999,41,2,0.32676808700438736,1108.6251276063356,2,0,0,0,0,1
0.19261779856318273,34,1,0.1113398406709786,6000.0,14,1,0,0,0,1
0.9337471134245413,44,1,0.6345543358033487,4577.121575468132,7,5,0,0,0,1
0.12284651597340404,45,0,0.14239432789627904,5844.05630297753,5,0,0,0,2,1
0.1309614662651255,31,0,0.589876690123201,2764.555485364931,9,0,1,0,0,1
0.9250086248652838,54,0,0.6273987764178088,7494.632613591411,5,0,1,0,0,1
0.03455377857908075,42,0,0.13909430246671256,7913.163510590393,20,0,0,0,2,1
0.6693747585808661,46,0,24.956836117670253,0.0,1,0,0,0,0,1
1.0276728106805695,34,0,36.0285735888105,0.0,1,0,0,0,0,1
0.6634478871974442,65,4,0.12228622597322582,3487.6066607204157,12,0,0,0,0,1
0.5054814848433664,53,1,0.4578247042322484,11233.828434718695,23,0,3,0,0,1
0.788275797861816,40,0,0.16107238937950116,6528.826992252224,11,0,0,0,1,1
0.4259574770191903,42,0,0.2620377099309188,1993.007815207487,4,0,0,0,0,1
0.8460311364065958,60,0,0.5799957537230551,4591.156686046547,9,0,1,0,1,1
0.82525767601791,40,0,1.0719122852218081,2757.8069040173764,7,0,2,0,2,1
0.9999999,45,0,27.98559842218002,0.0,0,1,0,0,0,1
0.5993852916069637,31,1,0.31413853463674,6030.212565174605,8,1,0,1,1,1
0.8383942674654256,52,0,0.25129686540932017,6505.690321391498,8,0,0,0,0,1
0.5239202862213845,49,0,0.0758218539274329,9684.264600498029,8,0,0,0,0,1
0.7678765297097158,52,0,0.2955013136244671,24183.497105092996,9,0,2,0,0,1
0.6959342152146752,49,0,0.656009363503857,2834.795739694606,7,2,0,0,1,1
0.830714732197098,50,1,0.3730019930381654,5000.0,5,0,0,0,0,1
0.4513589596891981,48,0,2.3849229776114935,12105.048986127615,27,0,16,0,2,1
0.02848891671971282,40,0,0.7962221344752887,4474.105541514214,7,0,2,0,0,1
0.1266735641703478,48,0,0.27384059224899276,6505.7462365801775,8,0,0,0,2,1
0.9932170658444811,31,0,0.2614382670209423,4800.0,5,1,0,0,1,1
0.07152542092037541,50,0,0.1780422537668938,6381.248161617452,6,0,1,0,0,1
0.2614565436380236,58,2,0.5527538674721507,7343.231659766795,3,0,1,0,0,1
0.7024965481269339,36,0,0.3547514718852803,6038.977656509609,5,0,0,1,1,1
0.9316440282852414,48,0,582.0908294786739,0.0,4,2,0,0,0,1
0.0,42,0,0.48906513471788954,7959.082816261581,4,0,1,2,1,1
0.5654199140651313,29,0,0.3614054856713706,2010.9349958826722,3,0,0,0,0,1
0.9393962990434834,42,0,0.8794754712008072,5415.124722500579,5,0,1,0,0,1
0.9994461753846662,35,0,0.2854110390062762,2100.060692093285,2,0,0,0,0,1
1.0745878535958138,53,2,0.48589193500823386,3527.310843037542,9,0,1,0,0,1
0.9746539231236695,31,0,0.8513144368245824,2150.856224443235,6,0,1,0,0,1
1.0817232739519353,54,2,0.49317264071381584,3525.4755287591793,9,0,1,1,0,1
0.9735590795771341,45,2,0.8848243531342423,3593.1688528222116,7,2,2,1,1,1
1.2106308372816375,44,2,1135.5215391515069,0.0,6,0,0,1,0,1
0.9882062748552021,41,0,207.32892393451212,0.0,7,0,0,0,0,1
0.029994255647693275,45,1,0.4824673866193226,4000.0,13,0,2,0,0,1
0.35258651151211895,34,0,0.4414566446584424,3514.7134952816014,5,0,1,0,1,1
0.7712088291050841,46,0,0.49511576731104784,3295.227622111598,5,1,0,0,0,1
0.8183928074475779,53,3,0.4769514081363388,9221.887282412472,13,0,0,0,0,1
0.39342579714921166,31,1,0.22657151311739696,6018.650503152618,11,1,0,0,0,1
0.011877116117587384,66,0,1397.3712735735246,0.0,9,0,1,0,0,1
0.9999999,34,0,0.3060760336066044,2089.6708343286014,2,0,0,0,0,1
0.7307494295383175,27,0,0.07119048573404166,6517.891484820791,5,0,0,0,1,1
0.2198430480328919,31,1,0.1306283665719901,6000.0,14,2,0,0,0,1
0.65614568915905,45,2,0.35235190356501095,7153.621941736651,11,0,1,0,0,1
0.3758106013809118,33,0,0.5477594558485357,6200.0,12,0,1,0,0,1
0.9644906407129934,28,0,0.22421863245335133,2499.617447744637,7,0,0,0,0,1
0.10150633797962319,58,2,0.6073209851434873,7333.644604083868,3,0,1,0,0,1
0.8214986333887826,58,1,0.7840923484429916,4599.835498927822,12,0,1,0,2,1
0.7910154193892452,46,2,0.13392874701597812,4000.0,3,1,0,1,0,1
0.9983454990856623,25,0,0.016520888731721778,1700.0,0,0,0,0,0,1
0.8769113452450898,50,3,0.8125027695816855,4549.990685062854,14,0,1,0,2,1
1.2443482182762609,43,2,1071.589599795101,0.0,6,0,0,0,0,1
0.658866545545612,38,4,0.4919799316424654,2476.5435419142855,13,0,0,0,0,1
0.9494820726133391,42,0,1978.8424809464811,0.0,7,0,1,0,0,1
0.5341367446125969,40,0,0.9443071753065634,2307.674105649867,14,0,0,0,0,1
0.8450790080540486,64,0,0.2582870174041645,6500.0,3,0,1,1,1,1
0.8996682138308865,56,3,2972.8529488536783,0.0,16,0,0,0,0,1
0.14242765226857912,67,0,0.565212753711666,8419.772595830997,17,0,2,0,0,1
0.7094307568052627,53,0,0.8537308246636808,14153.47580428312,20,0,5,0,2,1
0.6718360682807321,80,0,271.458729694726,0.0,4,1,0,0,0,1
0.06274843840647705,61,0,0.3511043985644202,5879.204160622258,7,0,1,0,0,1
0.306201234822879,42,1,0.18928388330647003,9185.300975527516,7,0,0,0,0,1
0.3646565404964164,35,0,0.27860886891999803,19382.920766784115,12,0,2,0,0,1
0.8529556074617959,39,0,0.7914288818757163,2484.007712282064,11,0,0,0,1,1
0.593670978235614,38,0,0.7281958821558406,3300.0,8,0,1,0,0,1
1.1587892025347832,52,1,277.93069130225985,0.0,1,1,0,0,0,1
0.10212721234200732,31,0,0.2459082704461999,19532.766441405216,10,0,2,0,0,1
0.5276187058376609,53,1,0.6053014729152294,2738.9524472116705,8,0,1,0,1,1
0.6791549465416582,38,0,0.439269625043105,4553.381634496998,9,1,0,0,2,1
0.1573212157054757,32,1,0.11774843753917555,5209.52572489736,5,0,0,1,0,1
0.6629430668652079,28,0,0.07385899922586259,1400.0,1,0,0,0,0,1
0.9265953177657982,71,0,0.09237146710584324,2309.7537530715695,6,0,0,0,0,1
0.6244615514750144,34,0,893.6513394963425,0.9796456407392967,10,0,2,0,1,1
0.07746893382275682,56,0,0.14774303578198705,5787.22797988641,14,0,0,0,0,1
0.9999999,39,0,0.06073956223988064,3408.381630988459,1,0,0,0,2,1
0.6237850212602951,43,1,0.23909320467121772,4111.716336120577,6,0,0,0,1,1
0.9395677049766764,42,1,2045.4845495099225,0.0,6,0,2,1,0,1
0.766370509481164,45,0,0.3047391109603842,6900.536152229735,4,0,0,0,0,1
0.9999999,56,1,0.8300418298575685,1111.2669106162887,0,3,0,0,1,1
0.5308782275595373,49,0,1.9617193693582844,12060.218121531907,23,0,13,0,1,1
0.0819212374672024,32,1,0.08122260391825888,5237.374138440822,8,0,0,0,0,1
0.9475209856995019,29,0,1.2449196730234755,2205.709033713319,10,0,1,0,0,1
1.2057930386790003,53,1,0.1288052629714037,6200.0,2,1,0,0,0,1
0.3823188133754549,49,0,1.5563443485027344,4674.927593554207,13,0,2,0,1,1
0.7785556269197274,39,0,0.4374374058792502,3066.3328230797592,7,0,1,0,0,1
0.9999999,45,0,6.251917838779326,0.0,0,1,0,0,0,1
0.8563458596856917,61,0,0.3355126031077628,4109.33066250421,5,0,0,0,0,1
1.1342014728088206,52,0,919.7992522664688,0.0,3,0,1,1,0,1
0.6834715143085299,31,0,0.11269607537471092,4837.604304281138,3,0,0,0,0,1
0.8031561967846015,42,1,0.3923721311496963,6200.0,8,0,0,0,0,1
0.8430898895803881,38,1,0.265475150020803,4792.886293766388,5,1,0,0,2,1
0.408461855892021,55,1,0.33658913873989904,18145.62065188368,13,0,2,0,1,1
0.18321177552109702,58,2,0.5794471214847224,7338.541844297369,3,0,1,0,0,1
0.9109840888492018,42,0,0.20717445012394073,3914.2534021850256,8,0,0,0,0,1
1.027048054099243,47,0,1.5438073744184644,3805.596945846704,11,0,5,1,0,1
0.1681753704373809,43,0,0.5723628074806166,5833.0,8,0,1,0,2,1
0.3543819577199445,52,1,1.0734495269439017,3000.0,3,0,2,0,2,1
0.6256812587733122,26,0,0.16159222235245846,3416.4367103381496,5,0,0,0,0,1
0.8447712950940192,43,1,0.6475344244201897,4321.345875001008,13,0,1,0,0,1
0.5518446151110883,47,0,3.5852426376355577,0.0,1,0,0,0,0,1
0.8545894604538795,50,1,0.2667436147299252,3619.2080564042344,8,0,0,1,0,1
0.8707500975233718,58,0,0.44927157742060214,4582.056888999228,7,1,1,0,0,1
0.47229883449781435,37,0,0.21577248166929425,5384.179125248695,15,0,0,0,1,1
0.5746100848887559,56,0,0.28418154229841275,8426.667446594482,8,0,0,0,1,1
0.7086323145449852,40,0,0.23681757457566976,7465.084234033573,6,0,1,0,1,1
1.4269846158621156,58,1,0.4178621625694867,3826.035162777234,6,0,1,1,0,1
0.3211553694184519,33,1,0.37508327363724414,4100.0,6,0,0,0,0,1
0.9999999,46,0,0.7162746316113984,1138.858553668269,0,2,0,1,1,1
0.9901395794282092,34,4,0.5419725304653173,5005.084662809083,13,0,1,0,1,1
0.7508784193347291,49,1,0.5311399859699966,3594.791580636645,6,1,1,0,1,1
0.6225450577082483,28,0,0.13116770466857694,4825.594169269218,3,0,0,0,0,1
0.27731970083811436,43,0,1.170215173246354,4653.23493124154,11,0,2,0,0,1
0.7943355000123641,53,1,0.27657218428131164,4995.595394843484,5,0,0,0,0,1
0.7296615310233693,35,0,0.5466193212132162,3677.675690235689,5,2,0,0,1,1
1.0566986999890435,39,0,0.398448421869872,3153.796448112859,4,0,0,0,0,1
1.115064820101099,55,0,923.9600654119156,0.0,4,0,1,1,0,1
0.314228974237058,36,0,0.5692031111043944,3000.0,7,0,1,0,1,1
0.961354413278402,55,3,0.496821096348913,9229.334421013611,13,0,0,0,0,1
0.44596012254141304,50,0,4.432318662900562,0.0,1,0,0,1,2,1
0.9921617605281223,62,1,0.9277195346089022,2837.7332487644976,5,0,0,0,1,1
0.7550710266949459,25,0,0.4827931217022538,2596.494548905647,9,1,0,0,0,1
0.9783987431374815,59,1,0.6393108137871785,2500.0,8,0,1,0,0,1
